state_abbr,state_fips,county_name,city_fips,stpl_fips,stcosub_fips,stcotr_fips,city_name,metric_name,metric_number,group_name,group_number,num,denom,est,lci,uci,data_yr_type,data_yr,geo_level,date_export,census_year,version,suggested_citation
DC,11,District of Columbia,1150000,1150000,-999,11001009810,Washington,Diabetes,6,total population,1,-999,-999,13.4,12.7,14.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001009811,Washington,Diabetes,6,total population,1,-999,-999,15.3,14.5,16.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001009901,Washington,Diabetes,6,total population,1,-999,-999,15.5,14.7,16.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001009902,Washington,Diabetes,6,total population,1,-999,-999,15.2,14.4,16,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001009903,Washington,Diabetes,6,total population,1,-999,-999,12.5,11.7,13.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001009904,Washington,Diabetes,6,total population,1,-999,-999,14.2,13.3,15.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001009905,Washington,Diabetes,6,total population,1,-999,-999,15.7,14.3,17.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001009906,Washington,Diabetes,6,total population,1,-999,-999,16.4,15.5,17.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001009907,Washington,Diabetes,6,total population,1,-999,-999,13.4,12.6,14.2,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001010100,Washington,Diabetes,6,total population,1,-999,-999,5,4.7,5.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001010200,Washington,Diabetes,6,total population,1,-999,-999,6.9,6.6,7.2,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001010300,Washington,Diabetes,6,total population,1,-999,-999,10.9,10.2,11.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001010400,Washington,Diabetes,6,total population,1,-999,-999,17.7,16.7,18.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001010500,Washington,Diabetes,6,total population,1,-999,-999,8.4,7.9,8.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001010600,Washington,Diabetes,6,total population,1,-999,-999,6.3,5.9,6.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001010700,Washington,Diabetes,6,total population,1,-999,-999,3.5,3.4,3.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001010800,Washington,Diabetes,6,total population,1,-999,-999,1.9,1.8,2,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001010900,Washington,Diabetes,6,total population,1,-999,-999,11.8,11.1,12.5,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001011000,Washington,Diabetes,6,total population,1,-999,-999,8.9,8.4,9.4,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001011100,Washington,Diabetes,6,total population,1,-999,-999,14.7,13.7,15.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000100,Washington,Frequent mental distress,7,total population,1,-999,-999,9.4,8.5,10.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000201,Washington,Frequent mental distress,7,total population,1,-999,-999,23.2,21.1,25.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000202,Washington,Frequent mental distress,7,total population,1,-999,-999,14,12.1,15.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000300,Washington,Frequent mental distress,7,total population,1,-999,-999,12.2,10.9,13.5,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000400,Washington,Frequent mental distress,7,total population,1,-999,-999,9.7,8.9,10.5,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000501,Washington,Frequent mental distress,7,total population,1,-999,-999,10.6,9.5,11.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000502,Washington,Frequent mental distress,7,total population,1,-999,-999,9.5,8.7,10.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000600,Washington,Frequent mental distress,7,total population,1,-999,-999,9.5,8.7,10.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000701,Washington,Frequent mental distress,7,total population,1,-999,-999,9.3,8.7,9.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000702,Washington,Frequent mental distress,7,total population,1,-999,-999,13,11.3,14.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000801,Washington,Frequent mental distress,7,total population,1,-999,-999,10.4,9.7,11.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000802,Washington,Frequent mental distress,7,total population,1,-999,-999,9.9,9,10.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000901,Washington,Frequent mental distress,7,total population,1,-999,-999,13.1,11.3,14.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001000902,Washington,Frequent mental distress,7,total population,1,-999,-999,8.6,7.8,9.4,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001001,Washington,Frequent mental distress,7,total population,1,-999,-999,9.3,8.5,10.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001002,Washington,Frequent mental distress,7,total population,1,-999,-999,12.9,11.3,14.5,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001100,Washington,Frequent mental distress,7,total population,1,-999,-999,8.4,7.9,8.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001200,Washington,Frequent mental distress,7,total population,1,-999,-999,9.8,9.2,10.4,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001301,Washington,Frequent mental distress,7,total population,1,-999,-999,9.9,9,10.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001302,Washington,Frequent mental distress,7,total population,1,-999,-999,10.6,9.6,11.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001401,Washington,Frequent mental distress,7,total population,1,-999,-999,8.9,8.2,9.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001402,Washington,Frequent mental distress,7,total population,1,-999,-999,8.6,7.9,9.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001500,Washington,Frequent mental distress,7,total population,1,-999,-999,7.8,7.1,8.5,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001600,Washington,Frequent mental distress,7,total population,1,-999,-999,8.6,7.8,9.4,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001702,Washington,Frequent mental distress,7,total population,1,-999,-999,10.4,9.6,11.2,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001803,Washington,Frequent mental distress,7,total population,1,-999,-999,14.9,13.9,15.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001804,Washington,Frequent mental distress,7,total population,1,-999,-999,15.8,14.9,16.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001901,Washington,Frequent mental distress,7,total population,1,-999,-999,10.6,9.8,11.4,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001902,Washington,Frequent mental distress,7,total population,1,-999,-999,11.2,10.4,12,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002001,Washington,Frequent mental distress,7,total population,1,-999,-999,14.1,13.1,15.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002002,Washington,Frequent mental distress,7,total population,1,-999,-999,11.9,10.9,12.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002101,Washington,Frequent mental distress,7,total population,1,-999,-999,12.8,11.7,13.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002102,Washington,Frequent mental distress,7,total population,1,-999,-999,11.7,10.5,12.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002201,Washington,Frequent mental distress,7,total population,1,-999,-999,11.3,10.4,12.2,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002202,Washington,Frequent mental distress,7,total population,1,-999,-999,11.8,10.8,12.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002301,Washington,Frequent mental distress,7,total population,1,-999,-999,10.8,9.8,11.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002302,Washington,Frequent mental distress,7,total population,1,-999,-999,9.6,8.7,10.5,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002400,Washington,Frequent mental distress,7,total population,1,-999,-999,11.4,10.5,12.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002501,Washington,Frequent mental distress,7,total population,1,-999,-999,13.1,12.1,14.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002502,Washington,Frequent mental distress,7,total population,1,-999,-999,13.2,12.3,14.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002600,Washington,Frequent mental distress,7,total population,1,-999,-999,8.6,8.1,9.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002701,Washington,Frequent mental distress,7,total population,1,-999,-999,12.2,11,13.4,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002702,Washington,Frequent mental distress,7,total population,1,-999,-999,13,11.7,14.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002801,Washington,Frequent mental distress,7,total population,1,-999,-999,14,12.7,15.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002802,Washington,Frequent mental distress,7,total population,1,-999,-999,13.5,12.5,14.5,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002900,Washington,Frequent mental distress,7,total population,1,-999,-999,11.6,10.4,12.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003000,Washington,Frequent mental distress,7,total population,1,-999,-999,13.8,12.7,14.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003100,Washington,Frequent mental distress,7,total population,1,-999,-999,11.4,10.5,12.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003200,Washington,Frequent mental distress,7,total population,1,-999,-999,13.4,12.3,14.5,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003301,Washington,Frequent mental distress,7,total population,1,-999,-999,10.7,9.7,11.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003302,Washington,Frequent mental distress,7,total population,1,-999,-999,10.4,9.5,11.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003400,Washington,Frequent mental distress,7,total population,1,-999,-999,16.7,13.7,19.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003500,Washington,Frequent mental distress,7,total population,1,-999,-999,16,13.5,18.5,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003600,Washington,Frequent mental distress,7,total population,1,-999,-999,11.9,10.7,13.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003700,Washington,Frequent mental distress,7,total population,1,-999,-999,14.4,12.7,16.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003800,Washington,Frequent mental distress,7,total population,1,-999,-999,10.3,9.2,11.4,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003900,Washington,Frequent mental distress,7,total population,1,-999,-999,10.4,9.2,11.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004001,Washington,Frequent mental distress,7,total population,1,-999,-999,10.1,9.1,11.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004002,Washington,Frequent mental distress,7,total population,1,-999,-999,9.6,9,10.2,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004100,Washington,Frequent mental distress,7,total population,1,-999,-999,8.6,8,9.2,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004201,Washington,Frequent mental distress,7,total population,1,-999,-999,10.4,9.1,11.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004202,Washington,Frequent mental distress,7,total population,1,-999,-999,10,9.2,10.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004300,Washington,Frequent mental distress,7,total population,1,-999,-999,10.5,9.4,11.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004400,Washington,Frequent mental distress,7,total population,1,-999,-999,10.2,9.3,11.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004600,Washington,Frequent mental distress,7,total population,1,-999,-999,11.6,10.5,12.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004701,Washington,Frequent mental distress,7,total population,1,-999,-999,14.2,13.1,15.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004702,Washington,Frequent mental distress,7,total population,1,-999,-999,10.6,9.5,11.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004801,Washington,Frequent mental distress,7,total population,1,-999,-999,11,9.9,12.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004802,Washington,Frequent mental distress,7,total population,1,-999,-999,12.5,11.4,13.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004901,Washington,Frequent mental distress,7,total population,1,-999,-999,12.3,11.2,13.4,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004902,Washington,Frequent mental distress,7,total population,1,-999,-999,12.3,11,13.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005001,Washington,Frequent mental distress,7,total population,1,-999,-999,10.7,9.8,11.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005002,Washington,Frequent mental distress,7,total population,1,-999,-999,12.3,11.1,13.5,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005201,Washington,Frequent mental distress,7,total population,1,-999,-999,10.1,9.3,10.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005301,Washington,Frequent mental distress,7,total population,1,-999,-999,10.2,9.6,10.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005500,Washington,Frequent mental distress,7,total population,1,-999,-999,11,10.3,11.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005600,Washington,Frequent mental distress,7,total population,1,-999,-999,14.3,12.6,16,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005800,Washington,Frequent mental distress,7,total population,1,-999,-999,10.9,10,11.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005900,Washington,Frequent mental distress,7,total population,1,-999,-999,14,12.1,15.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006202,Washington,Frequent mental distress,7,total population,1,-999,-999,NA,NA,NA,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006400,Washington,Frequent mental distress,7,total population,1,-999,-999,17.5,15.6,19.4,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006500,Washington,Frequent mental distress,7,total population,1,-999,-999,11.5,10.4,12.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006600,Washington,Frequent mental distress,7,total population,1,-999,-999,9.9,9,10.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006700,Washington,Frequent mental distress,7,total population,1,-999,-999,9.5,8.7,10.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006801,Washington,Frequent mental distress,7,total population,1,-999,-999,11.5,10.5,12.5,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006802,Washington,Frequent mental distress,7,total population,1,-999,-999,9.5,8.7,10.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006804,Washington,Frequent mental distress,7,total population,1,-999,-999,20.4,18.3,22.5,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006900,Washington,Frequent mental distress,7,total population,1,-999,-999,9.6,8.8,10.4,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007000,Washington,Frequent mental distress,7,total population,1,-999,-999,10.5,9.2,11.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007100,Washington,Frequent mental distress,7,total population,1,-999,-999,16.2,14.6,17.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007200,Washington,Frequent mental distress,7,total population,1,-999,-999,10.4,9.3,11.5,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007301,Washington,Frequent mental distress,7,total population,1,-999,-999,14.3,13,15.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007304,Washington,Frequent mental distress,7,total population,1,-999,-999,20.1,18.5,21.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007401,Washington,Frequent mental distress,7,total population,1,-999,-999,25.6,23.3,27.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007403,Washington,Frequent mental distress,7,total population,1,-999,-999,19.8,18.4,21.2,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007404,Washington,Frequent mental distress,7,total population,1,-999,-999,16.5,15.2,17.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007406,Washington,Frequent mental distress,7,total population,1,-999,-999,23.3,21.5,25.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007407,Washington,Frequent mental distress,7,total population,1,-999,-999,18.1,16.4,19.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007408,Washington,Frequent mental distress,7,total population,1,-999,-999,22.9,21.1,24.7,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007409,Washington,Frequent mental distress,7,total population,1,-999,-999,20.6,18.6,22.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007502,Washington,Frequent mental distress,7,total population,1,-999,-999,20.1,18.6,21.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007503,Washington,Frequent mental distress,7,total population,1,-999,-999,19.9,18,21.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007504,Washington,Frequent mental distress,7,total population,1,-999,-999,21.5,19.7,23.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007601,Washington,Frequent mental distress,7,total population,1,-999,-999,15.8,14.3,17.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007603,Washington,Frequent mental distress,7,total population,1,-999,-999,14.8,13.3,16.3,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007604,Washington,Frequent mental distress,7,total population,1,-999,-999,14,12.8,15.2,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007605,Washington,Frequent mental distress,7,total population,1,-999,-999,17.4,16,18.8,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007703,Washington,Frequent mental distress,7,total population,1,-999,-999,20.1,18.6,21.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007707,Washington,Frequent mental distress,7,total population,1,-999,-999,16.7,15.3,18.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007708,Washington,Frequent mental distress,7,total population,1,-999,-999,21.6,20.3,22.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007709,Washington,Frequent mental distress,7,total population,1,-999,-999,15.9,14.9,16.9,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007803,Washington,Frequent mental distress,7,total population,1,-999,-999,15.8,14.5,17.1,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007804,Washington,Frequent mental distress,7,total population,1,-999,-999,16.1,14.6,17.6,"2019, 1 Year Modeled Estimate",2019,tract,2022-11-30,2010,16.0,
