"Label (Grouping)","Census Tract 64, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error"
"                Householder 65 years and over","176","±60","15.1%","±5.0","24","±18","11.0%","±8.2","152","±56","16.1%","±6.0","268","±191","17.2%","±10.6","125","±180","63.8%","±47.5","143","±84","10.5%","±6.1","233","±151","26.8%","±14.2","224","±150","43.8%","±17.8","9","±14","2.5%","±4.1","212","±99","9.8%","±4.3","0","±13","0.0%","±5.1","212","±99","15.3%","±7.0","242","±125","17.3%","±9.3","112","±71","18.3%","±10.7","130","±105","16.6%","±13.9","331","±131","27.5%","±9.9","295","±122","36.3%","±11.4","36","±40","9.2%","±11.0"
"            Householder not living alone","64","±41","5.5%","±3.6","0","±13","0.0%","±16.7","64","±41","6.8%","±4.5","246","±105","15.8%","±6.5","0","±13","0.0%","±18.4","246","±105","18.1%","±7.2","120","±43","13.8%","±6.8","34","±26","6.7%","±5.4","86","±36","24.0%","±16.5","308","±114","14.3%","±5.4","127","±86","16.5%","±11.0","181","±80","13.1%","±5.8","211","±160","15.1%","±10.6","13","±21","2.1%","±3.5","198","±159","25.3%","±17.6","100","±91","8.3%","±7.2","24","±38","3.0%","±4.5","76","±82","19.3%","±20.2"
"                Householder 15 to 34 years","47","±33","4.0%","±2.9","0","±13","0.0%","±16.7","47","±33","5.0%","±3.5","210","±103","13.5%","±6.2","0","±13","0.0%","±18.4","210","±103","15.4%","±6.9","65","±47","7.5%","±5.9","0","±13","0.0%","±7.5","65","±47","18.1%","±16.0","149","±70","6.9%","±3.2","0","±13","0.0%","±5.1","149","±70","10.8%","±4.8","195","±164","14.0%","±11.0","13","±21","2.1%","±3.5","182","±164","23.2%","±18.2","71","±85","5.9%","±6.9","24","±38","3.0%","±4.5","47","±76","12.0%","±18.7"
"                Householder 35 to 64 years","17","±26","1.5%","±2.3","0","±13","0.0%","±16.7","17","±26","1.8%","±2.8","36","±41","2.3%","±2.6","0","±13","0.0%","±18.4","36","±41","2.6%","±3.0","51","±37","5.9%","±4.8","30","±25","5.9%","±5.1","21","±27","5.8%","±8.7","140","±90","6.5%","±4.2","127","±86","16.5%","±11.0","13","±21","0.9%","±1.6","0","±13","0.0%","±2.8","0","±13","0.0%","±6.3","0","±13","0.0%","±5.0","29","±33","2.4%","±2.7","0","±13","0.0%","±4.8","29","±33","7.4%","±9.1"
"                Householder 65 years and over","0","±13","0.0%","±3.4","0","±13","0.0%","±16.7","0","±13","0.0%","±4.1","0","±13","0.0%","±2.5","0","±13","0.0%","±18.4","0","±13","0.0%","±2.9","4","±7","0.5%","±0.9","4","±7","0.8%","±1.5","0","±13","0.0%","±10.5","19","±31","0.9%","±1.5","0","±13","0.0%","±5.1","19","±31","1.4%","±2.3","16","±26","1.1%","±1.9","0","±13","0.0%","±6.3","16","±26","2.0%","±3.6","0","±13","0.0%","±3.3","0","±13","0.0%","±4.8","0","±13","0.0%","±9.7"
"    FAMILY TYPE AND PRESENCE OF OWN CHILDREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        With related children of householder under 18 years","292","±100","25.1%","±7.5","19","±16","8.7%","±8.0","273","±100","28.9%","±9.0","57","±67","3.7%","±4.3","0","±13","0.0%","±18.4","57","±67","4.2%","±4.9","152","±179","17.5%","±17.7","41","±23","8.0%","±5.3","111","±181","30.9%","±37.7","205","±93","9.5%","±4.2","99","±73","12.9%","±9.1","106","±83","7.7%","±5.5","27","±28","1.9%","±2.0","17","±21","2.8%","±3.6","10","±21","1.3%","±2.7","0","±13","0.0%","±3.3","0","±13","0.0%","±4.8","0","±13","0.0%","±9.7"
"            With own children of householder under 18 years","226","±72","19.4%","±6.2","19","±16","8.7%","±8.0","207","±71","21.9%","±7.5","57","±67","3.7%","±4.3","0","±13","0.0%","±18.4","57","±67","4.2%","±4.9","152","±179","17.5%","±17.7","41","±23","8.0%","±5.3","111","±181","30.9%","±37.7","205","±93","9.5%","±4.2","99","±73","12.9%","±9.1","106","±83","7.7%","±5.5","17","±21","1.2%","±1.5","17","±21","2.8%","±3.6","0","±13","0.0%","±5.0","0","±13","0.0%","±3.3","0","±13","0.0%","±4.8","0","±13","0.0%","±9.7"
"                Under 6 years only","43","±34","3.7%","±3.0","10","±14","4.6%","±6.4","33","±32","3.5%","±3.3","0","±13","0.0%","±2.5","0","±13","0.0%","±18.4","0","±13","0.0%","±2.9","115","±181","13.2%","±18.8","4","±7","0.8%","±1.5","111","±181","30.9%","±37.7","159","±98","7.4%","±4.4","59","±58","7.7%","±7.3","100","±86","7.2%","±5.8","0","±13","0.0%","±2.8","0","±13","0.0%","±6.3","0","±13","0.0%","±5.0","0","±13","0.0%","±3.3","0","±13","0.0%","±4.8","0","±13","0.0%","±9.7"
"                Under 6 years and 6 to 17 years","52","±47","4.5%","±4.0","0","±13","0.0%","±16.7","52","±47","5.5%","±4.9","0","±13","0.0%","±2.5","0","±13","0.0%","±18.4","0","±13","0.0%","±2.9","21","±8","2.4%","±1.1","21","±8","4.1%","±2.2","0","±13","0.0%","±10.5","6","±31","0.3%","±1.4","0","±13","0.0%","±5.1","6","±31","0.4%","±2.2","0","±13","0.0%","±2.8","0","±13","0.0%","±6.3","0","±13","0.0%","±5.0","0","±13","0.0%","±3.3","0","±13","0.0%","±4.8","0","±13","0.0%","±9.7"
"                6 to 17 years only","131","±67","11.3%","±5.9","9","±9","4.1%","±4.5","122","±67","12.9%","±7.2","57","±67","3.7%","±4.3","0","±13","0.0%","±18.4","57","±67","4.2%","±4.9","16","±28","1.8%","±3.4","16","±28","3.1%","±5.7","0","±13","0.0%","±10.5","40","±34","1.9%","±1.6","40","±34","5.2%","±4.5","0","±13","0.0%","±2.8","17","±21","1.2%","±1.5","17","±21","2.8%","±3.6","0","±13","0.0%","±5.0","0","±13","0.0%","±3.3","0","±13","0.0%","±4.8","0","±13","0.0%","±9.7"
"            No own children of householder under 18 years","66","±76","5.7%","±6.2","0","±13","0.0%","±16.7","66","±76","7.0%","±7.5","0","±13","0.0%","±2.5","0","±13","0.0%","±18.4","0","±13","0.0%","±2.9","0","±13","0.0%","±4.5","0","±13","0.0%","±7.5","0","±13","0.0%","±10.5","0","±13","0.0%","±1.8","0","±13","0.0%","±5.1","0","±13","0.0%","±2.8","10","±21","0.7%","±1.5","0","±13","0.0%","±6.3","10","±21","1.3%","±2.7","0","±13","0.0%","±3.3","0","±13","0.0%","±4.8","0","±13","0.0%","±9.7"
"        No related children of householder under 18 years","871","±106","74.9%","±7.5","199","±65","91.3%","±8.0","672","±99","71.1%","±9.0","1,499","±242","96.3%","±4.3","196","±184","100.0%","±18.4","1,303","±173","95.8%","±4.9","718","±178","82.5%","±17.7","470","±170","92.0%","±5.3","248","±69","69.1%","±37.7","1,948","±264","90.5%","±4.2","669","±189","87.1%","±9.1","1,279","±224","92.3%","±5.5","1,368","±194","98.1%","±2.0","595","±179","97.2%","±3.6","773","±212","98.7%","±2.7","1,205","±169","100.0%","±3.3","812","±173","100.0%","±4.8","393","±187","100.0%","±9.7"
