"Label (Grouping)","Census Tract 64, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error"
"                Householder 65 years and over","191","±65","14.5%","±4.9","44","±32","16.9%","±11.8","147","±61","13.9%","±5.7","198","±124","11.5%","±6.9","46","±73","33.8%","±42.1","152","±96","9.5%","±5.8","210","±116","18.1%","±9.8","210","±116","36.3%","±14.5","0","±14","0.0%","±7.5","125","±77","5.2%","±3.2","0","±14","0.0%","±5.5","125","±77","7.8%","±5.1","172","±115","11.8%","±8.5","96","±74","14.3%","±10.7","76","±92","9.7%","±12.1","319","±92","29.6%","±8.0","276","±93","34.2%","±10.0","43","±39","15.9%","±14.5"
"            Householder not living alone","84","±49","6.4%","±3.7","11","±20","4.2%","±7.2","73","±45","6.9%","±4.3","283","±124","16.4%","±7.2","0","±14","0.0%","±27.5","283","±124","17.8%","±7.7","162","±73","14.0%","±7.2","39","±36","6.7%","±6.9","123","±59","21.2%","±13.6","374","±138","15.6%","±6.3","55","±50","6.9%","±6.5","319","±129","19.8%","±8.3","185","±144","12.7%","±9.3","13","±21","1.9%","±3.3","172","±143","21.9%","±16.2","75","±59","7.0%","±5.4","7","±12","0.9%","±1.5","68","±56","25.1%","±21.4"
"                Householder 15 to 34 years","42","±29","3.2%","±2.2","0","±14","0.0%","±15.8","42","±29","4.0%","±2.8","231","±116","13.4%","±6.9","0","±14","0.0%","±27.5","231","±116","14.5%","±7.4","92","±69","7.9%","±6.1","0","±14","0.0%","±7.5","92","±69","15.9%","±13.3","178","±86","7.4%","±3.5","0","±14","0.0%","±5.5","178","±86","11.1%","±5.2","185","±144","12.7%","±9.3","13","±21","1.9%","±3.3","172","±143","21.9%","±16.2","39","±47","3.6%","±4.4","7","±12","0.9%","±1.5","32","±44","11.8%","±16.7"
"                Householder 35 to 64 years","33","±38","2.5%","±2.9","11","±20","4.2%","±7.2","22","±34","2.1%","±3.2","52","±59","3.0%","±3.3","0","±14","0.0%","±27.5","52","±59","3.3%","±3.6","68","±56","5.9%","±5.2","37","±36","6.4%","±6.8","31","±40","5.3%","±7.5","115","±82","4.8%","±3.5","55","±50","6.9%","±6.5","60","±70","3.7%","±4.3","0","±14","0.0%","±3.0","0","±14","0.0%","±6.5","0","±14","0.0%","±5.6","36","±35","3.3%","±3.1","0","±14","0.0%","±5.4","36","±35","13.3%","±13.0"
"                Householder 65 years and over","9","±13","0.7%","±1.0","0","±14","0.0%","±15.8","9","±13","0.8%","±1.2","0","±14","0.0%","±2.6","0","±14","0.0%","±27.5","0","±14","0.0%","±2.8","2","±7","0.2%","±0.6","2","±7","0.3%","±1.2","0","±14","0.0%","±7.5","81","±73","3.4%","±3.2","0","±14","0.0%","±5.5","81","±73","5.0%","±4.8","0","±14","0.0%","±3.0","0","±14","0.0%","±6.5","0","±14","0.0%","±5.6","0","±14","0.0%","±4.1","0","±14","0.0%","±5.4","0","±14","0.0%","±15.3"
"    FAMILY TYPE AND PRESENCE OF OWN CHILDREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        With related children of householder under 18 years","279","±126","21.2%","±9.1","18","±20","6.9%","±8.1","261","±122","24.6%","±10.3","87","±85","5.0%","±4.8","0","±14","0.0%","±27.5","87","±85","5.5%","±5.2","200","±229","17.3%","±17.2","45","±28","7.8%","±4.7","155","±226","26.7%","±30.6","180","±79","7.5%","±3.2","78","±61","9.8%","±7.2","102","±73","6.3%","±4.4","41","±44","2.8%","±3.0","26","±32","3.9%","±5.2","15","±32","1.9%","±4.2","39","±3","3.6%","±0.5","39","±3","4.8%","±0.8","0","±14","0.0%","±15.3"
"            With own children of householder under 18 years","207","±97","15.7%","±7.4","18","±20","6.9%","±8.1","189","±92","17.8%","±8.5","87","±85","5.0%","±4.8","0","±14","0.0%","±27.5","87","±85","5.5%","±5.2","200","±229","17.3%","±17.2","45","±28","7.8%","±4.7","155","±226","26.7%","±30.6","180","±79","7.5%","±3.2","78","±61","9.8%","±7.2","102","±73","6.3%","±4.4","26","±32","1.8%","±2.2","26","±32","3.9%","±5.2","0","±14","0.0%","±5.6","39","±3","3.6%","±0.5","39","±3","4.8%","±0.8","0","±14","0.0%","±15.3"
"                Under 6 years only","23","±24","1.7%","±1.8","11","±16","4.2%","±6.1","12","±18","1.1%","±1.7","0","±14","0.0%","±2.6","0","±14","0.0%","±27.5","0","±14","0.0%","±2.8","189","±228","16.3%","±17.4","34","±31","5.9%","±5.1","155","±226","26.7%","±30.6","123","±78","5.1%","±3.2","53","±53","6.7%","±6.3","70","±69","4.4%","±4.2","13","±23","0.9%","±1.6","13","±23","1.9%","±3.6","0","±14","0.0%","±5.6","39","±3","3.6%","±0.5","39","±3","4.8%","±0.8","0","±14","0.0%","±15.3"
"                Under 6 years and 6 to 17 years","0","±14","0.0%","±3.4","0","±14","0.0%","±15.8","0","±14","0.0%","±4.2","0","±14","0.0%","±2.6","0","±14","0.0%","±27.5","0","±14","0.0%","±2.8","0","±14","0.0%","±3.8","0","±14","0.0%","±7.5","0","±14","0.0%","±7.5","32","±44","1.3%","±1.8","0","±14","0.0%","±5.5","32","±44","2.0%","±2.7","0","±14","0.0%","±3.0","0","±14","0.0%","±6.5","0","±14","0.0%","±5.6","0","±14","0.0%","±4.1","0","±14","0.0%","±5.4","0","±14","0.0%","±15.3"
"                6 to 17 years only","184","±94","13.9%","±7.1","7","±10","2.7%","±4.5","177","±91","16.7%","±8.4","87","±85","5.0%","±4.8","0","±14","0.0%","±27.5","87","±85","5.5%","±5.2","11","±20","0.9%","±1.7","11","±20","1.9%","±3.7","0","±14","0.0%","±7.5","25","±32","1.0%","±1.3","25","±32","3.2%","±3.9","0","±14","0.0%","±2.8","13","±22","0.9%","±1.5","13","±22","1.9%","±3.5","0","±14","0.0%","±5.6","0","±14","0.0%","±4.1","0","±14","0.0%","±5.4","0","±14","0.0%","±15.3"
"            No own children of householder under 18 years","72","±77","5.5%","±5.5","0","±14","0.0%","±15.8","72","±77","6.8%","±6.7","0","±14","0.0%","±2.6","0","±14","0.0%","±27.5","0","±14","0.0%","±2.8","0","±14","0.0%","±3.8","0","±14","0.0%","±7.5","0","±14","0.0%","±7.5","0","±14","0.0%","±1.9","0","±14","0.0%","±5.5","0","±14","0.0%","±2.8","15","±32","1.0%","±2.2","0","±14","0.0%","±6.5","15","±32","1.9%","±4.2","0","±14","0.0%","±4.1","0","±14","0.0%","±5.4","0","±14","0.0%","±15.3"
"        No related children of householder under 18 years","1,040","±146","78.8%","±9.1","242","±96","93.1%","±8.1","798","±117","75.4%","±10.3","1,641","±204","95.0%","±4.8","136","±77","100.0%","±27.5","1,505","±212","94.5%","±5.2","958","±147","82.7%","±17.2","533","±149","92.2%","±4.7","425","±102","73.3%","±30.6","2,222","±288","92.5%","±3.2","715","±170","90.2%","±7.2","1,507","±266","93.7%","±4.4","1,418","±216","97.2%","±3.0","647","±197","96.1%","±5.2","771","±244","98.1%","±4.2","1,038","±117","96.4%","±0.5","767","±117","95.2%","±0.8","271","±111","100.0%","±15.3"
